"","Community.Name","State","Region","Latitude","Longitude","cumi_mean","ComEng","ComRel","PC1_scores_pd","PC1_scores_pc","PC1_scores_pov","PC1_scores_lf","PC1_scores_hc","Hazard","Vulnerability","Exposure","Risk","RiskCategoryM1","RiskCategoryM2"
"2151","Palm Beach Gardens, FL","FL","Southeast",26.848788,-80.1671239,95.0114902777778,0.648,-0.102,-0.872439795131555,-0.457471970608925,-0.707088061310508,0.418533031028627,-0.200572140864311,1,1,2,2,"Low","Low"
"2152","Palm Beach Shores, FL","FL","Southeast",26.7773522,-80.0343766,93.2203545698925,-0.132,-0.082,-0.654307327240733,-0.915884879028444,-0.336691493057915,0.671774206521036,0.0842001231470229,1,1,1,1,"Low","Low"
"2153","Palm Beach, FL","FL","Southeast",26.6849523,-80.0372351,94.2129159195402,0.093,-0.096,-1.27637968608614,-0.950037401149268,-0.973412750041472,3.0078431553062,-0.90096922932056,1,1,1,1,"Low","Low"
"2154","Palm City, FL","FL","Southeast",27.1777828,-80.2855237,92.9826463768116,-0.069,-0.116,-0.923674413608882,-0.938992869751364,-0.786247892562132,0.974954471693024,-0.29579605339031,1,1,1,1,"Low","Low"
"2155","Palm Coast, FL","FL","Southeast",29.5421531,-81.2503156,70.9143104761905,-0.073,-0.119,-0.100758024358768,-0.18730407659613,-0.00530342863511517,1.31986037806915,0.262086601373618,1,2,1,2,"Low","Low"
"2156","Palm Harbor, FL","FL","Southeast",28.0847413,-82.7573955,135.573345689655,0.008,-0.117,-0.663738373387176,-0.776343957699081,-0.502354860873129,0.41966662460717,0.447554546828934,2,1,1,2,"Low","Low"
"2157","Palm River-Clair Mel, FL","FL","Southeast",27.924491,-82.3793983,132.569747352941,-0.182,-0.12,1.61020148024878,1.57201730068089,1.24732792984059,-0.444772815900312,0.729014726742235,2,3,1,6,"Medium-high","Moderate"
"2158","Palm Shores, FL","FL","Southeast",28.1921519,-80.6596084,82.5153907575758,-0.182,-0.12,-0.404448321479437,-0.768380878605386,-0.69142451700287,0.15911730151396,0.244163681613928,1,1,1,1,"Low","Low"
"2159","Palm Springs North, FL","FL","Southeast",25.9342521,-80.331028,105.5339775,-0.182,-0.12,-0.14417562971838,1.7419247977646,-0.201761942264394,-0.496530683833407,-0.893170431144492,1,2,1,2,"Low","Low"
"2160","Palm Springs, FL","FL","Southeast",26.6384056,-80.0948028,93.9990927564103,-0.178,-0.119,1.56944414372037,2.37643723432973,1.37820023668555,-0.74450152686777,0.79615178863031,1,4,1,4,"Medium","Moderate"
"2161","Palm Valley, FL","FL","Southeast",30.1989671,-81.3947198,59.7690669565217,-0.182,-0.12,-1.02530883239858,-0.861913127845389,-0.599857400648764,-0.247606130695681,-0.310206235580784,1,1,1,1,"Low","Low"
"2162","Palm Valley, TX","TX","Southeast",26.2044452,-97.7543187,85.9613415384615,-0.182,-0.12,-0.75994705361164,-0.278487636820277,-1.04698160495555,0.93785174456851,-0.0792845052244518,1,1,1,1,"Low","Low"
"2163","Palmdale, CA","CA","West Coast",34.5910383,-118.1054031,263.535555,-0.182,-0.12,1.06486372361468,1.59726846713438,0.966659164882819,0.167606500035341,0.0880593791986323,3,3,1,9,"High","High"
"2164","Palmetto Bay, FL","FL","Southeast",25.6217031,-80.3189056,106.847408,-0.119,-0.117,-0.578363092930067,0.845925193955049,-0.440795378638967,-0.400466138153532,-0.851276627440743,1,1,1,1,"Low","Low"
"2165","Palmetto Estates, FL","FL","Southeast",25.622682,-80.3606136,108.816580714286,-0.182,-0.12,1.05607806553465,2.36173035169558,0.323983085596735,-0.396436783711874,-0.0562169827855117,1,3,1,3,"Low","Moderate"
"2166","Palmetto, FL","FL","Southeast",27.5250502,-82.5749639,125.2486178,0.024,-0.105,0.255823727001377,0.142619995189568,0.579632936782324,1.17065391737448,1.303971275693,1,3,1,3,"Low","Moderate"
"2167","Palmona Park, FL","FL","Southeast",26.6894472,-81.8944038,119.372145263158,-0.182,-0.12,2.84864143808528,-0.643423453427065,0.264015454371765,-1.0657661218781,1.8580797818504,1,3,1,3,"Low","Moderate"
"2168","Palmyra, NJ","NJ","Northeast",40.0026146,-75.0352732,252.129998333333,-0.182,-0.12,0.0615347856825148,-0.26297524800553,0.0720631684085637,-0.766440700232555,-0.0754527715970205,3,1,1,3,"Low","Moderate"
"2169","Palo Alto, CA","CA","West Coast",37.3997819,-122.1427757,276.468154083333,-0.182,-0.12,-1.04118665029657,0.511124244888704,-0.683074693945199,-0.440154041166684,-1.80258033520498,4,1,1,4,"Medium","Moderate"
"2170","Palos Verdes Estates, CA","CA","West Coast",33.7865188,-118.3949114,288.562339827586,-0.182,-0.12,-1.37874627059143,-0.184440676403134,-0.829427898738276,1.06243310258183,-2.8471067021354,4,1,1,4,"Medium","Moderate"
"2171","Panacea, FL","FL","Southeast",30.0264203,-84.3925863,120.484012045455,0.628,0.629,0.0722870894494589,-1.68899129517605,-0.412497422323698,-0.0902515211813402,1.51412542370361,1,1,3,3,"Low","Moderate"
"2172","Panama City Beach, FL","FL","Southeast",30.2311063,-85.8729974,133.922976346154,0.058,-0.104,-0.257141418248807,-0.326468142950938,-0.53974357436205,-0.528990521179695,0.646460962947836,2,1,1,2,"Low","Low"
"2173","Panama City, FL","FL","Southeast",30.1671219,-85.672509,129.647445961538,2.844,-0.047,0.788950107528562,-0.00316913212298524,0.90339585558457,0.244463304763693,0.651413196233742,2,3,4,24,"High","High"
"2174","Pantego, NC","NC","Southeast",35.5873728,-76.6593967,90.0863475,-0.104,0.152,0.401916183421864,0.113456319970785,-0.729098994737823,-0.508476553027983,0.519830230210924,1,1,2,2,"Low","Low"
"2175","Papaikou-Wailea, HI","HI","Pacific Islands",19.8307533,-155.1516688,191.45426,-0.15,-0.114,-0.118113499895727,0.492278239198382,1.19361593236084,0.683307376675497,0.267921146243843,2,3,1,6,"Medium-high","Moderate"
"2176","Paradis, LA","LA","Southeast",29.8664618,-90.4399983,105.093842,-0.182,-0.12,0.301615228605827,0.194789091666149,-1.32696074470487,0.304723122299221,1.14313917827054,1,2,1,2,"Low","Low"
"2177","Paramount, CA","CA","West Coast",33.8988835,-118.1666294,280.201461590909,-0.182,-0.12,1.25174982795809,2.41462317197668,1.26228335472712,-0.470383301390241,0.569664750268506,4,4,1,16,"High","High"
"2178","Parker, FL","FL","Southeast",30.1284016,-85.6002411,128.594449347826,-0.182,-0.12,1.13193810431618,-0.354956121896023,0.799482348655819,-0.427061929500267,0.964332550051938,2,2,1,4,"Medium","Moderate"
"2179","Parkland, FL","FL","Southeast",26.3150928,-80.2471834,98.666078030303,-0.182,-0.12,-1.00365880652715,0.0693509523151743,-0.919489863767003,-0.93630327149355,-2.42274516503702,1,1,1,1,"Low","Low"
"2180","Parkside, PA","PA","Northeast",39.8673668,-75.3779924,254.410605,-0.182,-0.12,0.454544197771789,0.205695807413472,0.237348074587651,-1.24129606742418,0.203549226766408,3,1,1,3,"Low","Moderate"
"2181","Parkwood, WA","WA","West Coast",47.5251753,-122.6043745,127.594293333333,-0.182,-0.12,-0.21147697894575,-0.189570400126251,0.0915777572101327,0.611711469451003,0.311986124400078,2,2,1,4,"Medium","Moderate"
"2182","Pasadena Hills, FL","FL","Southeast",28.2800136,-82.2243792,135.504381923077,-0.182,-0.12,-0.390188238584861,-0.373359572626247,-0.399369073678866,0.848769104301877,1.43196528532503,2,2,1,4,"Medium","Moderate"
"2183","Pasadena, CA","CA","West Coast",34.160592,-118.139593,274.866806785714,-0.182,-0.12,-0.0327872147332325,0.946865701400848,0.32194803266794,-0.690229078310001,-0.260706361218067,4,2,1,8,"High","High"
"2184","Pasadena, TX","TX","Southeast",29.6585556,-95.1505639,120.835699,-0.182,-0.12,1.39813440265254,1.53650019513059,0.503097141721312,-0.363978077391798,0.744154068187249,1,3,1,3,"Low","Moderate"
"2185","Pascagoula, MS","MS","Southeast",30.3600665,-88.5563269,132.208988461538,0.427,-0.096,1.13522817649668,0.0667191859348218,0.864734074854076,0.36400686455662,0.829912573491347,2,3,2,12,"High","High"
"2186","Pass Christian, MS","MS","Southeast",30.3180292,-89.239082,119.635974545455,0.38,-0.018,0.314373081185921,-0.0461582608466442,0.647339299298974,0.981998514538713,0.597994267073755,1,2,2,4,"Medium","Moderate"
"2187","Passamaquoddy Pleasant Point, ME","ME","Northeast",44.9549298,-67.0430846,363.278835652174,-0.18,-0.112,2.87393143829658,1.4866071553602,4.51509151559549,-0.100527953918578,1.45683231850467,4,4,1,16,"High","High"
"2188","Patchogue, NY","NY","Northeast",40.7637098,-73.019773,267.527086323529,-0.116,-0.115,0.0923965441633223,0.643984802671511,0.622866238598465,-0.96736407510446,-0.308059765214884,3,2,1,6,"Medium-high","Moderate"
"2189","Patterson, LA","LA","Southeast",29.6908907,-91.309533,133.031057894737,0.175,-0.069,1.07353515886581,0.0040106031656664,0.679340519557465,0.258252221159923,1.13181441670526,2,3,2,12,"High","High"
"2190","Paulsboro, NJ","NJ","Northeast",39.8399753,-75.2399603,249.689048333333,-0.182,-0.12,1.23242740622137,0.213660673796928,2.73041429717212,-0.0952512200621123,0.180771057614703,3,3,1,9,"High","High"
"2191","Pawtucket, RI","RI","Northeast",41.8743679,-71.3756776,217.363804,-0.182,-0.12,0.981209875695273,1.06661603479736,0.918999291979652,-0.60158949962296,0.521685323705666,2,3,1,6,"Medium-high","Moderate"
"2192","Paxton, FL","FL","Southeast",30.97423,-86.3067,116.95861,-0.182,-0.12,-0.258907348325825,-0.678126902393987,0.575420486998327,0.950434363973352,0.945056115820579,1,2,1,2,"Low","Low"
"2193","Pea Ridge, FL","FL","Southeast",30.5995836,-87.100555,129.511333333333,-0.182,-0.12,-0.290720572311944,-0.446217166727013,0.106398175863079,0.128884956018849,0.587609548355568,2,2,1,4,"Medium","Moderate"
"2194","Peabody, MA","MA","Northeast",42.5342793,-70.9697817,305.605427058824,-0.105,-0.118,-0.475953451334345,-0.226072764064705,-0.351604697324787,-0.301315484342717,-0.0929785443143772,4,1,1,4,"Medium","Moderate"
"2195","Peaceful Valley, WA","WA","West Coast",48.942253,-122.1407055,130.035131666667,-0.182,-0.12,1.39476095080493,0.0489183575692583,2.86541084068199,0.455626271483168,1.55297577157945,2,4,1,8,"High","High"
"2196","Peach Lake, NY","NY","Northeast",41.3669525,-73.5765028,302.331595,-0.182,-0.12,-0.810257651763377,-0.967876408408132,-1.21534340135372,-0.646329829231128,-1.39307837293543,4,1,1,4,"Medium","Moderate"
"2197","Pearl River, LA","LA","Southeast",30.3713533,-89.7503593,111.595066666667,0.103,-0.017,0.257196658784964,-0.701019476069062,-0.030893916477221,0.663264080414367,0.982234831106923,1,2,2,4,"Medium","Moderate"
"2198","Pearland, TX","TX","Southeast",29.555761,-95.3230703,126.284306111111,-0.132,-0.119,-0.84690197435471,0.393305384570373,-0.903462004280846,-1.38591648016487,-0.40294110046409,1,1,1,1,"Low","Low"
"2199","Pearlington, MS","MS","Southeast",30.2506976,-89.6050752,113.763721111111,-0.182,-0.12,1.93164971766218,-0.432615001565518,0.8620106257714,-0.241176958588284,1.40730364573453,1,3,1,3,"Low","Moderate"
"2200","Pebble Creek, FL","FL","Southeast",28.1588961,-82.3411515,132.930357666667,-0.182,-0.12,-0.243629080270949,0.47887411405866,-0.294662151957167,-0.967957813881951,-0.672851749017764,2,1,1,2,"Low","Low"
"2201","Pedricktown, NJ","NJ","Northeast",39.766365,-75.4076051,256.753635,-0.182,-0.12,0.0565707087126321,-0.771234823031484,-1.14719445056156,-1.08326455192685,-0.103934868263587,3,1,1,3,"Low","Moderate"
"2202","Peekskill, NY","NY","Northeast",41.2873963,-73.9235971,305.668902142857,-0.182,-0.12,0.27525840042537,1.33456960333482,-0.191176590542569,-0.747185629362736,-0.108679219661408,4,2,1,8,"High","High"
"2203","Peletier, NC","NC","Southeast",34.7262595,-77.0771058,80.0539954,-0.182,-0.12,2.97438708349861,-0.475848436009421,2.24060161023678,0.642554802429708,1.8140229241128,1,4,1,4,"Medium","Moderate"
"2204","Pelham Manor, NY","NY","Northeast",40.8930678,-73.8059277,272.850794333333,-0.182,-0.12,-1.04249029625087,-0.38994862567876,-0.723237562409096,-0.502548313162887,-2.30677792941181,4,1,1,4,"Medium","Moderate"
"2205","Pelham, NY","NY","Northeast",40.9110803,-73.8077044,272.850794333333,-0.182,-0.12,-0.708841274262409,0.219249347938432,-1.17067112285451,-0.893229293071166,-1.82444872597059,4,1,1,4,"Medium","Moderate"
"2206","Pelican Bay, FL","FL","Southeast",26.2348868,-81.8102146,118.889678,-0.182,-0.12,-1.58884675830824,-1.31002539059244,-1.23155564569043,4.74364270447286,-1.01980904858335,1,1,1,1,"Low","Low"
"2207","Pemberton Heights, NJ","NJ","Northeast",39.9579197,-74.6749244,247.383011153846,-0.182,-0.12,-0.801234126477621,0.189283820092275,-0.983642500979283,-0.0922271471758639,0.197585365486812,3,1,1,3,"Low","Moderate"
"2208","Pemberton, NJ","NJ","Northeast",39.9708193,-74.6854983,254.216378636364,-0.182,-0.12,0.233691022473028,0.376677734644166,0.671626830525758,-0.527495723061314,-0.0696622358089648,3,2,1,6,"Medium-high","Moderate"
"2209","Pembroke Park, FL","FL","Southeast",25.9851041,-80.1797853,102.2249444,-0.182,-0.12,1.40197878082963,2.35428500341866,1.88774044011501,-0.77532362569792,1.93925025150724,1,4,1,4,"Medium","Moderate"
"2210","Pembroke Pines, FL","FL","Southeast",26.0210215,-80.3403914,102.989740909091,-0.128,-0.119,-0.257552262484049,1.24196416673324,-0.115751872387003,-0.509689072278265,-0.124938659146853,1,2,1,2,"Low","Low"
"2211","Pembroke, GA","GA","Southeast",32.1445255,-81.6169154,56.656925,-0.182,-0.12,1.26851344752219,0.636513193251162,1.05020228078141,0.0656222745096421,0.861310760003859,1,3,1,3,"Low","Moderate"
"2212","Pembroke, ME","ME","Northeast",44.9168064,-67.1349576,348.128852727273,-0.104,0.038,0.336075176584399,-0.980683780064014,0.562893162177688,1.02987328455477,1.17001483157353,4,2,1,8,"High","High"
"2213","Pembroke/North Pembroke, MA","MA","Northeast",42.0678041,-70.8057131,287.843497241379,-0.113,-0.116,-0.709138144810873,-0.802924856463988,-0.791399131089337,-1.39757181703535,-0.758458989714872,4,1,1,4,"Medium","Moderate"
"2214","Penngrove, CA","CA","West Coast",38.3005984,-122.6705664,254.3524175,-0.182,-0.12,-0.314080056445118,-0.123301851030636,-0.286103073991404,-0.793409034846688,-0.1717889991902,3,1,1,3,"Low","Moderate"
"2215","Penns Grove, NJ","NJ","Northeast",39.7273552,-75.4676982,256.753635,-0.182,-0.12,2.49452034273616,1.66372748180474,1.8909732640182,-0.199200557317721,0.179155191724393,3,4,1,12,"High","High"
"2216","Pennsauken, NJ","NJ","Northeast",39.9683681,-75.0578512,252.129998333333,-0.182,-0.12,0.279138562320701,0.92457322767181,0.118917201118215,-0.548556975007136,0.00248946120335323,3,2,1,6,"Medium-high","Moderate"
"2217","Pennsville, NJ","NJ","Northeast",39.6539393,-75.5087717,256.753635,-0.155,-0.118,-0.115089656806828,-0.679700204319769,-0.0628229551836986,-0.071159647735163,0.165662818759972,3,1,1,3,"Low","Moderate"
"2218","Penobscot, ME","ME","Northeast",44.4827026,-68.705997,295.49085,-0.18,-0.117,-0.417152971092698,-1.08467741635603,-0.173694109913133,0.702974067275005,0.657132971507739,4,1,1,4,"Medium","Moderate"
"2219","Pensacola, FL","FL","Southeast",30.4433363,-87.1894966,136.407383076923,1.126,-0.098,0.282032418114097,-0.212588444842254,0.204371934404179,-0.0910377406115235,0.488639595017485,2,2,3,12,"High","High"
"2220","Perdido Beach, AL","AL","Southeast",30.3538789,-87.504788,139.122082758621,-0.182,-0.12,0.548391357424302,-1.17013940340861,0.28846419290796,1.5530594905144,0.842063915580152,2,2,1,4,"Medium","Moderate"
"2221","Perry, FL","FL","Southeast",30.1092237,-83.581968,117.3759428125,0.216,-0.069,1.0473840644757,0.501343926421114,0.97007614266752,0.898174407535758,1.17888225471887,1,3,2,6,"Medium-high","Moderate"
"2222","Perry, ME","ME","Northeast",44.9835423,-67.101382,354.791057391304,-0.134,-0.044,-0.110536686961658,-0.838837435421826,0.539493550251683,0.0841044189221778,0.66348155758062,4,2,1,8,"High","High"
"2223","Perth Amboy, NJ","NJ","Northeast",40.5201604,-74.2713313,256.424037692308,-0.182,-0.12,0.702623062950605,2.72688177320724,1.0958222474688,-0.50526514243751,0.0142441923662834,3,3,1,9,"High","High"
"2224","Petaluma, CA","CA","West Coast",38.2422531,-122.6286306,261.715129019608,-0.182,-0.12,-0.513492884445538,0.125673343976151,-0.393823529843484,-0.674824455529332,-0.509725430543954,3,1,1,3,"Low","Moderate"
"2225","Philadelphia, PA","PA","Northeast",40.0093755,-75.1333459,251.78034125,-0.055,-0.12,1.43612630517298,0.810516372563436,1.59804687951258,-0.0987701051195257,0.377717705307546,3,3,1,9,"High","High"
"2226","Phippsburg, ME","ME","Northeast",43.7410993,-69.8261406,358.492918461538,0.671,0.276,-0.876370976254114,-1.26939866791515,-0.569423876057882,0.0314814828389305,0.617640673955217,4,1,2,8,"High","High"
"2227","Picnic Point, WA","WA","West Coast",47.8764528,-122.3082899,134.436935416667,-0.182,-0.12,-0.742329304195602,-0.269982372401073,-0.848808104234575,-1.0563330064866,-0.942296825336415,2,1,1,2,"Low","Low"
"2228","Pico Rivera, CA","CA","West Coast",33.9895242,-118.0892994,275.386865555556,-0.182,-0.12,0.765432981639759,2.01604184573479,0.230642218210236,-0.0558370358977867,0.0931658377033473,4,3,1,12,"High","High"
"2229","Piedmont, CA","CA","West Coast",37.8225436,-122.2300249,260.596726,-0.182,-0.12,-1.16381244170586,-0.51123399988834,-1.02293341377073,-0.184809648687992,-2.82795214305134,3,1,1,3,"Low","Moderate"
"2230","Pierre Part, LA","LA","Southeast",29.9553555,-91.2028425,126.590096363636,1.274,0.457,-0.200318476039865,-0.790524730645529,0.157445926134738,-0.332167945712342,1.66199319328404,1,2,3,6,"Medium-high","Moderate"
"2231","Pierson, FL","FL","Southeast",29.2377889,-81.4607201,69.6431513636364,-0.182,-0.12,1.0678586252675,0.898764956643936,0.933519727341676,0.851959459883322,1.04823853911436,1,3,1,3,"Low","Moderate"
"2232","Pike Creek Valley, DE","DE","Northeast",39.7296445,-75.7011595,370.635713333333,-0.182,-0.12,-0.569154276782344,-0.564408191843596,-0.941510832059036,-1.50918629013383,-0.048133846045931,4,1,1,4,"Medium","Moderate"
"2233","Pike Creek, DE","DE","Northeast",39.7485128,-75.6953532,370.635713333333,-0.182,-0.12,-1.2187387098053,-0.27624226656422,-1.12123702899269,-1.18362697747677,-1.06955565869657,4,1,1,4,"Medium","Moderate"
"2234","Pine Air, FL","FL","Southeast",26.6588038,-80.1072526,94.0448017948718,-0.182,-0.12,2.16478551479092,2.48499072385573,0.803226093934168,-1.51078060846617,0.818762228065175,1,3,1,3,"Low","Moderate"
"2235","Pine Beach, NJ","NJ","Northeast",39.9360583,-74.1697895,242.190573,-0.182,-0.12,-0.975031319015215,-0.969313063011948,-0.743190424832955,-0.16682725377576,-0.862313342198435,3,1,1,3,"Low","Moderate"
"2236","Pine Canyon, CA","CA","West Coast",36.1720725,-121.1430132,304.9976296875,-0.182,-0.12,0.403304926784873,0.620641901049701,-0.424229451308038,0.309737501270404,0.510678152419006,4,2,1,8,"High","High"
"2237","Pine Forest, TX","TX","Southeast",30.1750554,-94.035253,122.674415185185,-0.182,-0.12,-0.237949966750991,-0.804218532435144,-0.891412045264656,-0.152844623512869,0.872998678976132,1,1,1,1,"Low","Low"
"2238","Pine Hill, NJ","NJ","Northeast",39.7889809,-74.9868714,248.436930909091,-0.182,-0.12,0.633934992094438,0.466890768741473,0.853448023219426,-0.595061477861005,0.292484371123926,3,2,1,6,"Medium-high","Moderate"
"2239","Pine Hills, CA","CA","West Coast",40.7329502,-124.161326,206.390264666667,-0.182,-0.12,-0.290055347898774,0.093309258810335,0.320314547673764,-0.728693021157557,-0.264350849860568,2,1,1,2,"Low","Low"
"2240","Pine Island Center, FL","FL","Southeast",26.6237978,-82.1271625,120.493269615385,-0.182,-0.12,1.46613713007899,-0.771100033335864,-0.243010698148154,1.14379584809423,1.08825529062559,1,3,1,3,"Low","Moderate"
"2241","Pine Knoll Shores, NC","NC","Southeast",34.6972447,-76.8317265,98.8398229032258,-0.182,-0.12,-1.16716684255755,-1.08726020422221,-0.785677267628937,2.08336085123953,0.0476360425311216,1,1,1,1,"Low","Low"
"2242","Pine Manor, FL","FL","Southeast",26.5716615,-81.8776333,119.489789047619,-0.182,-0.12,3.7440459987017,2.67901172741926,6.18861162184317,-0.627506507693142,0.973633217939371,1,4,1,4,"Medium","Moderate"
